thumb 1-2,thumb 2-3,thumb 3-4,thumb_fore 4-5,fore 5-6,fore 6-7,fore 7-8,fore_middle 8-9,middle 9-10,middle 10-11,middle 11-12,middle_ring 12-13,ring 13 -14,ring 14-15,ring 15-16,ring_pinky 16-17,pinky 17-18,pinky 18-19,pinky 19-20,gesture
0.996491496620195,0.8991901705411565,0.6518691143055768,0.0469453482614076,0.8831250707561672,0.896055384571344,0.9075933340888034,-0.8227252160327648,0.3938686107363615,0.24017100786017306,0.43069251138650794,-0.40137809730173885,-0.09751580328754605,-1.4749371796848831,-1.31910635503671,0.712357598094329,-0.12102721980920501,-1.3684746984165934,-1.2277723863741932,snapFull
1.0650050112004932,0.9445348891961418,0.6327488350021832,0.0,1.0483928950783676,1.04120672801282,1.0460005551447893,-0.9272952180016123,0.42662749312687615,0.2321038380751557,0.4248321629193424,-0.38770697273491145,-0.09445493539504667,-1.5544043524868945,-1.2261490111768707,0.779748505993864,-0.11065722117389565,-1.4625257359344408,-1.1955255039389392,snapFull
1.1008196883778885,1.01914134426635,0.7237479927581892,-0.02702044918726479,1.000213563799107,1.033885584054851,1.0768549578753153,-0.925107037686612,0.40924589519903354,0.21866894587394195,0.3930580191819325,-0.37690927032482097,-0.08145204430587098,-1.5541312030809595,-1.2417466319545576,0.7910478208010328,-0.13176226647792647,-1.419780983873537,-1.2220253232109894,snapFull
1.056876645796363,0.896055384571344,0.5984188934785372,0.04925590198432363,0.9978301839061905,0.9765826229944627,1.0303768265243125,-0.8988331552046647,0.3851575063634741,0.16514867741462685,0.34302394042070344,-0.3217505543966422,-0.13863973713415806,-1.498196873064401,-1.165904540509813,0.8544704955615342,-0.16941304388961836,-1.4801364395941516,-1.1341691669813554,snapFull
1.0808390005411683,0.9129077216126866,0.6358384235237452,0.0,0.9903981394010224,0.9638086627484886,0.996491496620195,-0.8791397049416968,0.4131288322784014,0.18998828791871572,0.30704573201879076,-0.3317170018028493,-0.10673567264913564,-1.496857289136956,-1.1760052070951352,0.8621700546672263,-0.16292645885037274,-1.4550371090740857,-1.2120256565243246,snapFull
1.0029522825314567,0.8379812250083901,0.6273081922757626,0.026660348374597954,0.9167136023805363,0.9179496956941224,0.9420000403794637,-0.852524051599549,0.34776698785701526,0.14981245657289735,0.26211984126547283,-0.30351045478069383,-0.1450416983266056,-1.47673509216691,-1.1420182993488803,0.8990008841531085,-0.1920480172407301,-1.5232132235179119,-1.1210367137250579,snapFull
0.9869259311327815,0.8117078806503705,0.5651494400067594,0.09184612626473751,0.805003494254653,0.8345388978134685,0.9119902906774203,-0.7725233383457398,0.2721458905311873,0.07532889082834011,0.26211984126547283,-0.26126794905339384,-0.16859693960942962,-1.4394808878118084,-1.1071487177940906,0.897508871919878,-0.21018258666216952,-1.5469913006098266,-1.0789871508061981,snapFull
0.8861791624821161,0.6871242101414391,0.4636476090008061,0.2028450971840934,0.7349359893805925,0.7496990507181244,0.8238407534186364,-0.6866215713297855,0.18534794999569476,-0.019605330857204686,0.12435499454676145,-0.1588707329867729,-0.28290085352808536,-1.3771743339389513,-1.0121970114513343,1.0112098449408036,-0.33473683731681464,-1.5707963267948966,-1.0358412530088004,snapFull
0.797162326547207,0.5475622359399976,0.36397895650964407,0.29145679447786704,0.6319742418186031,0.714090698612158,0.7853981633974484,-0.6306812983203839,0.12435499454676145,-0.05992815512120788,0.07485984771076686,-0.10574928512133937,-0.3399303694696205,-1.3009471708564273,-0.9505468408120752,1.0529033447245055,-0.36717383381821916,-1.4399689307208392,-0.9342881110069458,snapFull
0.7615931372123783,0.5369107427400456,0.3147576613913089,0.30656733945442455,0.6202494859828216,0.697902822595057,0.7469555733762603,-0.6022873461349642,0.11202896242598787,-0.0798299857122373,0.04995839572194276,-0.08964671632148652,-0.34776698785701526,-1.261865582871155,-0.9097531579442096,1.0978897231319673,-0.3858826693980738,-1.4181469983996307,-0.9272952180016123,snapFull
0.7237479927581892,0.4911635982862605,0.3080527810237764,0.3587706702705722,0.5721936440079941,0.6786624907483126,0.7665324773757775,-0.5809230758068725,0.04995839572194276,-0.11942892601833845,0.05123716740341881,-0.051091860807521976,-0.4064185026561454,-1.2095925713012148,-0.8491414759301352,1.1441688336680205,-0.4831256648173336,-1.414194449812882,-0.8353565591193911,snapFull
0.6162969373960713,0.3539974368318961,0.13863973713415806,0.49769017984917,0.580002774207681,0.6786624907483126,0.711459125739508,-0.5599397971143883,-0.013157135472755743,-0.17985349979247828,0.05549850524571683,-0.01796213984785729,-0.4850347218525358,-1.145964163875554,-0.7188299996216244,1.1717353782187627,-0.509972059701413,-1.3633001003596936,-0.8353565591193911,snapFull
